locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
1337454,Liang Bai Ping,Truck,6792000,HAWES ST: SHAFTER AVE to THOMAS AVE (1500 - 1599),1153 SHAFTER AVE,4793006,4793,6,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017053.425,2092471.602,37.72648516,-122.3832325,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.72648516321647, -122.38323245870731)",10,3,8,58,1
1400796,El Calamar Perubian Food Truck,Truck,1329000,24TH ST: UTAH ST to POTRERO AVE (2600 - 2699),2615 24TH ST,4264019A,4264,019A,20MFF-00002,REQUESTED,Lomo Saltado: Jalea: Ceviche: Calamari Tilapia Plates: Chicken: Soda: Water.,6010762.925,2102188.055,37.75281483,-122.4056626,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=20MFF-00002&ExportPDF=1&Filename=20MFF-00002_schedule.pdf,,,,20200127,0,1/31/2021 0:00,"(37.75281482922111, -122.40566264191837)",10,4,8,28859,19
1723888,Brazuca Grill,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,4502A002,4502A,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6018751.714,2098754.754,37.74383117,-122.3777974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.74383117213268, -122.37779736896212)",10,3,8,58,1
1340417,Let's Be Frank,Push Cart,6816000,HAYES ST: GOUGH ST to OCTAVIA ST (400 - 499),425 HAYES ST,817025,817,25,19MFF-00104,EXPIRED,Hot dogs and chili,6005815.064,2110939.717,37.7765669,-122.4233954,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00104&ExportPDF=1&Filename=19MFF-00104_schedule.pdf,,,7/26/2019 0:00,20190725,0,1/15/2021 0:00,"(37.776566896519526, -122.42339537672727)",7,9,11,28852,10
1447794,Street Meet,Truck,7033000,HOWARD ST: 01ST ST to MALDEN ALY (500 - 589),564 HOWARD ST,3721019,3721,19,20MFF-00007,REQUESTED,Tortas: Burritos: Tacos: Churros: Nachos: Asada Fries,6013313.172,2114782.959,37.78753989,-122.3977267,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=20MFF-00007&ExportPDF=1&Filename=20MFF-00007_schedule.pdf,,,,20200717,0,7/15/2021 0:00,"(37.787539893467496, -122.39772670915164)",12,2,9,28855,6
1332946,Mini Mobile Food Catering,Truck,699001,16TH ST: OWENS ST to 07TH ST \ MISSISSIPPI ST (700 - 899),701 16TH ST,8723001,8723,1,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,6/26/2019 0:00,20190626,1,1/15/2021 0:00,"(0.0, 0.0)",,,,,
934553,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,17MFF-0104,EXPIRED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0104&ExportPDF=1&Filename=17MFF-0104_schedule.pdf,Sa:12PM-4PM;Tu/We/Th:3PM-8PM,,8/29/2017 0:00,20170213,0,7/15/2018 0:00,"(37.788778723377995, -122.40257456841074)",4,1,10,28854,6
1332939,Mini Mobile Food Catering,Truck,414000,08TH ST: HERON ST to HARRISON ST (350 - 399),350 08TH ST,3756003,3756,3,19MFF-00041,EXPIRED,Cold Truck: Corn Dogs: Noodle Soups: Candy: Pre-packaged Snacks: Sandwiches: Chips: Coffee: Tea: Various Beverages,6009763.073,2109812.608,37.77369415,-122.4096584,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00041&ExportPDF=1&Filename=19MFF-00041_schedule.pdf,,,6/26/2019 0:00,20190626,1,1/15/2021 0:00,"(37.77369415247486, -122.40965844135582)",8,2,9,28853,34
1337434,Liang Bai Ping,Truck,12570000,THOMAS AVE: HAWES ST to INGALLS ST (1200 - 1299),1265 THOMAS AVE,4807012,4807,12,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6016458.774,2092565.342,37.72670968,-122.3852947,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.72670967536868, -122.38529469118737)",10,3,8,58,1
1337447,Liang Bai Ping,Truck,2866000,BEALE ST: FOLSOM ST to HARRISON ST (300 - 399),300 BEALE ST,3747022,3747,22,19MFF-00079,EXPIRED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6014804.68,2114971.118,37.78813948,-122.3925795,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00079&ExportPDF=1&Filename=19MFF-00079_schedule.pdf,,,7/12/2019 0:00,20190712,1,1/15/2021 0:00,"(37.78813947887162, -122.39257951537353)",6,2,9,28855,6
1337786,Giant Burrito,Truck,2800102,BAY SHORE BLVD: FLOWER ST to CORTLAND AVE (341 - 489) -- EAST --,353 BAY SHORE BLVD,5598030,5598,30,19MFF-00088,REQUESTED,Tacos: Burritos: Tostadas: Flautas: Tostadas: Tortas: Pozole Menudo,6010751.382,2098146.819,37.74171783,-122.405418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=19MFF-00088&ExportPDF=1&Filename=19MFF-00088_schedule.pdf,,,,20190715,0,7/15/2020 0:00,"(37.74171783074393, -122.40541797744821)",10,3,8,58,1
1723894,Brazuca Grill,Truck,489000,10TH ST: SHERIDAN ST to HARRISON ST (350 - 399),380 10TH ST,3520087,3520,87,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6009126.439,2109082.537,37.77165385,-122.4118091,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.77165385136786, -122.41180906852375)",8,2,9,28853,34
1723896,Brazuca Grill,Truck,5070000,EDDY ST: BUCHANAN ST to WEBSTER ST (1300 - 1399),1346 EDDY ST,733014,733,14,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6003979.585,2112907.843,37.78186712,-122.4298852,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.78186711757412, -122.42988524760261)",7,9,11,29490,41
1723879,Brazuca Grill,Truck,12483000,TENNESSEE ST: 18TH ST to 19TH ST (700 - 799),790 TENNESSEE ST,4043011B,4043,011B,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015376.265,2105385.926,37.7618524,-122.3899321,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.761852397504114, -122.38993209325044)",10,3,8,28856,29
1723882,Brazuca Grill,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1051 26TH ST,4317015,4317,15,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015309.355,2101533.012,37.75126941,-122.3898944,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75126940587811, -122.38989436694435)",10,3,8,28856,1
1723877,Brazuca Grill,Truck,1232000,,601 23RD ST,4232010,4232,10,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016887.317,2102871.037,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.755030726766726, -122.38453073422282)",10,3,8,28856,29
1723885,Brazuca Grill,Truck,187201,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,3995105,3995,105,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015620.25,2106039.246,37.7636598,-122.3891339,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.7636598013494, -122.38913385740454)",14,3,8,28856,29
1723886,Brazuca Grill,Truck,195201,03RD ST: 26TH ST to CESAR CHAVEZ ST (3000 - 3098) -- WEST --,3000 03RD ST,4315008,4315,8,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015877.515,2101228.261,37.75046412,-122.3879083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.750464115522504, -122.38790832590168)",10,3,8,28856,1
1723895,Brazuca Grill,Truck,4907000,DONNER AVE: HAWES ST to INGALLS ST (1300 - 1399),1347 DONNER AVE,4909025,4909,25,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015246.528,2090674.566,37.72145084,-122.3893534,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.72145083973351, -122.38935344507568)",10,3,8,58,1
1723872,Brazuca Grill,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.75692365,-122.3935496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75692365373408, -122.39354961053631)",10,3,8,28856,29
1723870,Brazuca Grill,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.7706834,-122.4208796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.770683395042624, -122.42087956139908)",8,2,9,28853,19
1723873,Brazuca Grill,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.787,2102312.799,37.75336083,-122.3930459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75336082945507, -122.39304592079775)",10,3,8,28856,29
1723893,Brazuca Grill,Truck,3736000,CARROLL AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1420 CARROLL AVE,4879023,4879,23,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015058.106,2091452.65,37.72357686,-122.3900591,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.7235768564887, -122.39005910139933)",10,3,8,58,1
1723875,Brazuca Grill,Truck,11826000,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012249.052,2112322.269,37.7807241,-122.4012354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.78072409776966, -122.40123539265836)",6,2,9,28856,34
1723900,Brazuca Grill,Truck,7195000,INDIANA ST: 20TH ST to 22ND ST (800 - 999),998 INDIANA ST,4105011,4105,11,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014845.363,2104007.25,37.75803739,-122.3916719,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.758037393488074, -122.3916718906821)",10,3,8,28856,29
1656405,San Francisco Taco Truck,Truck,13659000,WILLIAMS AVE: VENUS ST to APOLLO ST (250 - 331),345 WILLIAMS AVE,5423A009,5423A,9,22MFF-00030,REQUESTED,Tacos: Tortas: Burritos,6012447.306,2093773.934,37.72980548,-122.3992471,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00030&ExportPDF=1&Filename=22MFF-00030_schedule.pdf,,,,20220421,0,11/15/2022 0:00,"(37.72980548057414, -122.39924710472444)",10,3,8,58,1
1656382,San Francisco Taco Truck,Truck,13660000,WILLIAMS AVE: APOLLO ST to PHELPS ST \ VESTA ST (300 - 399),345 WILLIAMS AVE,5423A009,5423A,9,22MFF-00030,REQUESTED,Tacos: Tortas: Burritos,6012447.306,2093773.934,37.72980548,-122.3992471,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00030&ExportPDF=1&Filename=22MFF-00030_schedule.pdf,,,,20220421,0,11/15/2022 0:00,"(37.72980548057414, -122.39924710472444)",10,3,8,58,1
1723884,Brazuca Grill,Truck,187101,03RD ST: MARIPOSA ST to 18TH ST (2001 - 2099) -- EAST --,2085 03RD ST,3994002,3994,2,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015805.902,2105904.117,37.76329906,-122.3884823,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.76329905604463, -122.38848230680541)",14,3,8,28856,29
1723878,Brazuca Grill,Truck,12482000,TENNESSEE ST: MARIPOSA ST to 18TH ST (600 - 699),640 TENNESSEE ST,3996012,3996,12,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015341.121,2106001.428,37.76354048,-122.3900966,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.76354048392964, -122.39009664366294)",14,3,8,28856,29
1723874,Brazuca Grill,Truck,1165000,22ND ST: MISSISSIPPI ST to TEXAS ST (1255 - 1399),1255 22ND ST,4167009,4167,9,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014146.75,2103649.223,37.75701552,-122.3940629,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75701552445967, -122.39406294711628)",10,3,8,28856,29
1723881,Brazuca Grill,Truck,12544000,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,4101065,4101,65,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6013745.023,2103985.691,37.75791706,-122.3954759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.757917056690076, -122.39547585248978)",10,3,8,28856,29
1723889,Brazuca Grill,Truck,197101,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3255 03RD ST,4377001,4377,1,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6016160.221,2100487.333,37.74844534,-122.386879,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.748445338837655, -122.38687903197963)",10,3,8,58,1
1723891,Brazuca Grill,Truck,2458000,ARMSTRONG AVE: HAWES ST to INGALLS ST (1300 - 1399),1315 ARMSTRONG AVE,4851017,4851,17,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015787.012,2091256.533,37.72307876,-122.3875257,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.723078757516, -122.38752570401662)",10,3,8,58,1
1723907,Brazuca Grill,Truck,9582003,NEWHALL ST: BITTING AVE to EGBERT AVE (2660 - 2899),2660 NEWHALL ST,5434B004,5434B,4,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012315.623,2092832.142,37.72721217,-122.3996363,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.727212173900384, -122.39963625164356)",10,3,8,58,1
1723880,Brazuca Grill,Truck,12484000,TENNESSEE ST: 19TH ST to 20TH ST (800 - 899),815 TENNESSEE ST,4059001B,4059,001B,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015563.023,2105254.616,37.7615022,-122.389277,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.76150220396644, -122.38927699608101)",10,3,8,28856,29
1611740,Kid Abelha - Brazilian Hamburgers,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),125 NAPOLEON ST,5230021,5230,21,21MFF-00070,EXPIRED,Brazilian Hamburgers,6013179.574,2099968.78,37.74685602,-122.3971498,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00070&ExportPDF=1&Filename=21MFF-00070_schedule.pdf,,,9/29/2022 0:00,20210520,0,11/15/2023 0:00,"(37.746856017691925, -122.39714976579396)",10,3,8,58,1
1723871,Brazuca Grill,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.711,2105996.092,37.76346296,-122.3940129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.763462959906555, -122.39401294737715)",14,3,8,28856,29
1723905,Brazuca Grill,Truck,8754101,MARKET ST: 10TH ST \ FELL ST \ POLK ST to 11TH ST (1401 - 1455) -- SOUTH --,1411 MARKET ST,3507041,3507,41,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007585.376,2110633.378,37.77582552,-122.4172496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.7758255197583, -122.41724962664345)",8,2,9,28853,34
1723906,Brazuca Grill,Truck,9061000,MINNESOTA ST: MINNESOTA ST to 26TH ST (1400 - 1499),1400 MINNESOTA ST,4293018,4293,18,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015242.858,2101827.597,37.75207459,-122.3901449,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75207458620838, -122.39014490082212)",10,3,8,28856,1
1723876,Brazuca Grill,Truck,11833000,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,3,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007971.764,2100466.349,37.74793094,-122.4151932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.74793093611294, -122.41519315390947)",2,7,7,28859,2
1723883,Brazuca Grill,Truck,1500000,26TH ST: MINNESOTA ST to INDIANA ST (1000 - 1099),1090 26TH ST,4293015,4293,15,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015191.855,2101658.85,37.75160841,-122.3903095,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.751608413578936, -122.39030948950146)",10,3,8,28856,1
1723903,Brazuca Grill,Truck,8714000,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,3996013,3996,13,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015331.083,2106187.955,37.76405209,-122.3901444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.764052089924235, -122.39014439398791)",14,3,8,28856,29
1723902,Brazuca Grill,Truck,7200000,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,4317017,4317,17,23MFF-00007,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6015267.752,2101380.964,37.75084961,-122.3900276,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00007&ExportPDF=1&Filename=23MFF-00007_schedule.pdf,,,,20230911,1,11/15/2024 0:00,"(37.75084960681246, -122.3900276155014)",10,3,8,28856,1
1660691,"Halal Cart, LLC",Push Cart,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),400 MONTGOMERY ST,239009,239,9,22MFF-00090,EXPIRED,kebabs: halal gyro: grilled halal meat: refreshments,6011956.214,2116853.2,37.79314863,-122.4025672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00090&ExportPDF=1&Filename=22MFF-00090_schedule.pdf,,,11/21/2022 0:00,20221121,0,11/15/2023 0:00,"(37.79314862698347, -122.4025671755779)",4,1,10,28854,6
1652622,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,22MFF-00037,EXPIRED,Everything,6014566.387,2112472.164,37.78126469,-122.393229,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00037&ExportPDF=1&Filename=22MFF-00037_schedule.pdf,,,11/22/2022 0:00,20221019,0,11/15/2023 0:00,"(37.781264686022816, -122.3932290415377)",6,2,9,28856,6
1741750,San Pancho's Tacos,Truck,2178101,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,7146002,7146,2,23MFF-00047,REQUESTED,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,5996113.792,2086967.583,37.71019302,-122.4552219,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=23MFF-00047&ExportPDF=1&Filename=23MFF-00047_schedule.pdf,,,,20231116,1,11/15/2024 0:00,"(37.71019301997575, -122.4552219061259)",9,7,6,28861,25
